season,contestant,age,made_finale,winner,n_wins,n_highs,n_lows,n_lipsyncs,n_episodes,age_num,followers_june2017,followers_week23,had_any_lipsync,had_any_win,highs_per_episode,hometown,is_California,is_Florida,is_Georgia,is_Illinois,is_New_York,is_Puerto_Rico,is_Texas,is_international,lipsyncs_per_episode,location,log_followers_june2017,log_followers_week23,lows_per_episode,season_num,state_or_country,total_bottom,total_top,wins_per_episode
S10,Aquaria,21,1,0,4,1,2,0,12,21.0,,,0,1,0.0833,"Brooklyn, New York",0,0,0,0,1,0,0,0,0.0,"Brooklyn, New York City, NY, USA",,,0.1667,10,New York,2,5,0.3333
S10,Asia O'Hara,35,1,0,2,3,2,1,12,35.0,,366000,1,1,0.25,"Dallas, Texas",0,0,0,0,0,0,1,0,0.0833,"Dallas, TX, USA",,12.8104,0.1667,10,Texas,3,5,0.1667
S10,Blair St. Clair,22,0,0,0,2,0,1,12,22.0,,514000,1,0,0.1667,"Indianapolis, Indiana",0,0,0,0,0,0,0,0,0.0833,"Washington, D.C., USA",,13.15,0.0,10,Indiana,1,2,0.0
S10,Dusty Ray Bottoms,29,0,0,0,1,1,1,12,29.0,,250000,1,0,0.0833,"New York, New York",0,0,0,0,1,0,0,0,0.0833,"New York City, NY, USA",,12.4292,0.0833,10,New York,2,1,0.0
S10,Eureka O'Hara,27,1,0,2,4,0,2,12,27.0,,460000,1,1,0.3333,"Johnson City, Tennessee",0,0,0,0,0,0,0,0,0.1667,,,13.039,0.0,10,Tennessee,2,6,0.1667
S10,Kalorie Karbdashian Williams,27,0,0,0,0,0,2,12,27.0,,132000,1,0,0.0,"Albuquerque, New Mexico",0,0,0,0,0,0,0,0,0.1667,Bad URL,,11.7906,0.0,10,New Mexico,2,0,0.0
S10,Kameron Michaels,31,1,0,1,2,1,3,12,31.0,,645000,1,1,0.1667,"Nashville, Tennessee",0,0,0,0,0,0,0,0,0.25,"Los Angeles, CA, USA",,13.377,0.0833,10,Tennessee,4,3,0.0833
S10,Mayhem Miller,35,0,0,1,0,0,2,12,35.0,,215000,1,1,0.0,"Riverside, California",1,0,0,0,0,0,0,0,0.1667,NA,,12.2784,0.0,10,California,2,1,0.0833
S10,Miz Cracker,33,0,0,1,3,2,1,12,33.0,,803000,1,1,0.25,"Harlem, New York",0,0,0,0,1,0,0,0,0.0833,"Harlem, New York City, NY, USA",,13.5961,0.1667,10,New York,3,4,0.0833
S10,Monique Heart,27,0,0,0,1,1,1,12,27.0,,255000,1,0,0.0833,"Kansas City, Missouri",0,0,0,0,0,0,0,0,0.0833,,,12.449,0.0833,10,Missouri,2,1,0.0
S10,Monét X Change,31,0,0,0,4,0,3,12,31.0,,,1,0,0.3333,"The Bronx, New York",0,0,0,0,1,0,0,0,0.25,"Los Angeles, CA, USA",,,0.0,10,New York,3,4,0.0
S10,The Vixen,26,0,0,1,0,1,3,12,26.0,,195000,1,1,0.0,"Chicago, Illinois",0,0,0,1,0,0,0,0,0.25,NA,,12.1808,0.0833,10,Illinois,4,1,0.0833
S10,Vanessa Vanjie Mateo,25,0,0,0,0,0,1,12,25.0,,363000,1,0,0.0,"Tampa, Florida",0,1,0,0,0,0,0,0,0.0833,"Los Angeles, CA, USA",,12.8022,0.0,10,Florida,1,0,0.0
S10,Yuhua Hamasaki,27,0,0,0,1,0,1,12,27.0,,214000,1,0,0.0833,"New York, New York",0,0,0,0,1,0,0,0,0.0833,"New York City, NY, USA",,12.2737,0.0,10,New York,1,1,0.0
S11,A'Keria C. Davenport,30,1,0,2,2,0,2,14,30.0,,,1,1,0.1429,"Dallas, Texas",0,0,0,0,0,0,1,0,0.1429,,,,0.0,11,Texas,2,4,0.1429
S11,Ariel Versace,26,0,0,0,0,1,1,14,26.0,,,1,0,0.0,"Cherry Hill, New Jersey",0,0,0,0,0,0,0,0,0.0714,"Los Angeles, CA, USA",,,0.0714,11,New Jersey,2,0,0.0
S11,Brooke Lynn Hytes,32,1,0,3,4,1,2,14,32.0,,,1,1,0.2857,"Toronto, Ontario, Canada",0,0,0,0,0,0,0,1,0.1429,"Los Angeles, CA, USA",,,0.0714,11,Canada,3,7,0.2143
S11,Honey Davenport,32,0,0,0,0,0,1,14,32.0,,,1,0,0.0,"Philadelphia, Pennsylvania",0,0,0,0,0,0,0,0,0.0714,"Los Angeles, CA, USA",,,0.0,11,Pennsylvania,1,0,0.0
S11,Kahanna Montrese,25,0,0,0,0,0,2,14,25.0,,,1,0,0.0,"Las Vegas, Nevada",0,0,0,0,0,0,0,0,0.1429,"Las Vegas, NV, USA",,,0.0,11,Nevada,2,0,0.0
S11,Mercedes Iman Diamond,30,0,0,0,0,1,2,14,30.0,,,1,0,0.0,"Minneapolis, Minnesota",0,0,0,0,0,0,0,0,0.1429,NA,,,0.0714,11,Minnesota,3,0,0.0
S11,Nina West,39,0,0,2,1,3,1,14,39.0,,,1,1,0.0714,"Greentown, Ohio",0,0,0,0,0,0,0,0,0.0714,"Columbus, OH, USA",,,0.2143,11,Ohio,4,3,0.1429
S11,Plastique Tiara,21,0,0,1,4,0,2,14,21.0,,,1,1,0.2857,"Dallas, Texas",0,0,0,0,0,0,1,0,0.1429,"Dallas, TX, USA",,,0.0,11,Texas,2,5,0.0714
S11,Ra'Jah O'Hara,33,0,0,0,0,0,4,14,33.0,,,1,0,0.0,"Dallas, Texas",0,0,0,0,0,0,1,0,0.2857,NA,,,0.0,11,Texas,4,0,0.0
S11,Scarlet Envy,26,0,0,1,0,0,2,14,26.0,,,1,1,0.0,"Louisville, Kentucky",0,0,0,0,0,0,0,0,0.1429,"Brooklyn, New York City, NY, USA",,,0.0,11,Kentucky,2,1,0.0714
S11,Shuga Cain,40,0,0,0,2,1,3,14,40.0,,,1,0,0.1429,"Magalia, California",1,0,0,0,0,0,0,0,0.2143,"New York City, NY, USA",,,0.0714,11,California,4,2,0.0
S11,Silky Nutmeg Ganache,28,1,0,2,1,2,1,14,28.0,,,1,1,0.0714,"Moss Point, Mississippi",0,0,0,0,0,0,0,0,0.0714,"Los Angeles, CA, USA",,,0.1429,11,Mississippi,3,3,0.1429
S11,Soju,27,0,0,0,0,0,1,14,27.0,,,1,0,0.0,"Chicago, Illinois",0,0,0,1,0,0,0,0,0.0714,"Los Angeles, CA, USA",,,0.0,11,Illinois,1,0,0.0
S11,Vanessa Vanjie Mateo,26,0,0,0,3,2,3,14,26.0,,363000,1,0,0.2143,"Tampa, Florida",0,1,0,0,0,0,0,0,0.2143,"Los Angeles, CA, USA",,12.8022,0.1429,11,Florida,5,3,0.0
S11,Yvie Oddly,24,1,0,2,3,1,1,14,24.0,,,1,1,0.2143,"Denver, Colorado",0,0,0,0,0,0,0,0,0.0714,"Denver, CO",,,0.0714,11,Colorado,2,5,0.1429
S12,Aiden Zhane,29,0,0,0,2,1,1,14,29.0,,,1,0,0.1429,"Acworth, Georgia",0,0,1,0,0,0,0,0,0.0714,"Acworth, GA, USA",,,0.0714,12,Georgia,2,2,0.0
S12,Brita,34,0,0,0,1,1,3,14,34.0,,,1,0,0.0714,"New York, New York",0,0,0,0,1,0,0,0,0.2143,"New York City, NY, USA",,,0.0714,12,New York,4,1,0.0
S12,Crystal Methyd,28,1,0,1,4,2,1,14,28.0,,,1,1,0.2857,"Springfield, Missouri",0,0,0,0,0,0,0,0,0.0714,"Los Angeles, CA, USA",,,0.1429,12,Missouri,3,5,0.0714
S12,Dahlia Sin,28,0,0,0,0,1,1,14,28.0,,,1,0,0.0,"Los Angeles, California",1,0,0,0,0,0,0,0,0.0714,"Los Angeles, CA, USA",,,0.0714,12,California,2,0,0.0
S12,Gigi Goode,21,1,0,4,1,2,0,14,21.0,,,0,1,0.0714,"Los Angeles, California",1,0,0,0,0,0,0,0,0.0,"Los Angeles, CA, USA",,,0.1429,12,California,2,5,0.2857
S12,Heidi N Closet,24,0,0,1,2,1,4,14,24.0,,,1,1,0.1429,"Ramseur, North Carolina",0,0,0,0,0,0,0,0,0.2857,"Los Angeles, CA, USA",,,0.0714,12,North Carolina,5,3,0.0714
S12,Jackie Cox,34,0,0,0,6,1,3,14,34.0,,,1,0,0.4286,"New York, New York",0,0,0,0,1,0,0,0,0.2143,"Manhattan, New York City, NY, USA",,,0.0714,12,New York,4,6,0.0
S12,Jaida Essence Hall,32,1,0,4,2,0,1,14,32.0,,,1,1,0.1429,"Milwaukee, Wisconsin",0,0,0,0,0,0,0,0,0.0714,"West Allis, WI, USA",,,0.0,12,Wisconsin,1,6,0.2857
S12,Jan,26,0,0,0,3,0,1,14,26.0,,,1,0,0.2143,"New York, New York",0,0,0,0,1,0,0,0,0.0714,"Manhattan, New York City, NY, USA",,,0.0,12,New York,1,3,0.0
S12,Nicky Doll,28,0,0,0,1,1,2,14,28.0,,,1,0,0.0714,"New York, New York",0,0,0,0,1,0,0,0,0.1429,"New York City, NY, USA",,,0.0714,12,New York,3,1,0.0
S12,Rock M. Sakura,28,0,0,0,0,1,1,14,28.0,,,1,0,0.0,"San Francisco, California",1,0,0,0,0,0,0,0,0.0714,"Los Angeles, CA, USA",,,0.0714,12,California,2,0,0.0
S12,Sherry Pie,27,1,0,2,2,1,0,14,27.0,,,0,1,0.1429,"New York, New York",0,0,0,0,1,0,0,0,0.0,NA,,,0.0714,12,New York,1,4,0.1429
S12,Widow Von'Du,30,0,0,1,1,0,2,14,30.0,,,1,1,0.0714,"Kansas City, Missouri",0,0,0,0,0,0,0,0,0.1429,NA,,,0.0,12,Missouri,2,2,0.0714
S13,Denali,28,0,0,1,2,0,2,16,28.0,,,1,1,0.125,"Chicago, Illinois",0,0,0,1,0,0,0,0,0.125,"Chicago, IL, USA",,,0.0,13,Illinois,2,3,0.0625
S13,Elliott with 2 Ts,26,0,0,0,1,0,2,16,26.0,,,1,0,0.0625,"Las Vegas, Nevada",0,0,0,0,0,0,0,0,0.125,"Las Vegas, NV, USA",,,0.0,13,Nevada,2,1,0.0
S13,Gottmik,23,1,0,3,4,1,0,16,23.0,,,0,1,0.25,"Scottsdale, Arizona",0,0,0,0,0,0,0,0,0.0,"Los Angeles, CA, USA",,,0.0625,13,Arizona,1,7,0.1875
S13,Joey Jay,30,0,0,0,0,0,1,16,30.0,,,1,0,0.0,"Phoenix, Arizona",0,0,0,0,0,0,0,0,0.0625,"Phoenix, AZ, USA",,,0.0,13,Arizona,1,0,0.0
S13,Kahmora Hall,28,0,0,0,0,0,1,16,28.0,,,1,0,0.0,"Chicago, Illinois",0,0,0,1,0,0,0,0,0.0625,NA,,,0.0,13,Illinois,1,0,0.0
S13,Kandy Muse,25,1,0,2,4,0,3,16,25.0,,,1,1,0.25,"New York, New York",0,0,0,0,1,0,0,0,0.1875,"Los Angeles, CA, USA",,,0.0,13,New York,3,6,0.125
S13,LaLa Ri,30,0,0,1,0,1,2,16,30.0,,,1,1,0.0,"Atlanta, Georgia",0,0,1,0,0,0,0,0,0.125,NA,,,0.0625,13,Georgia,3,1,0.0625
S13,Olivia Lux,26,0,0,3,0,2,2,16,26.0,,,1,1,0.0,"New York, New York",0,0,0,0,1,0,0,0,0.125,"New York City, NY, USA",,,0.125,13,New York,4,3,0.1875
S13,Rosé,31,1,0,3,4,1,0,16,31.0,,,0,1,0.25,"New York, New York",0,0,0,0,1,0,0,0,0.0,"Manhattan, New York City, NY, USA",,,0.0625,13,New York,1,7,0.1875
S13,Symone,25,1,0,6,2,0,2,16,25.0,,,1,1,0.125,"Conway, Arkansas",0,0,0,0,0,0,0,0,0.125,"Los Angeles, CA, USA",,,0.0,13,Arkansas,2,8,0.375
S13,Tamisha Iman,49,0,0,0,0,1,1,16,49.0,,,1,0,0.0,"Atlanta, Georgia",0,0,1,0,0,0,0,0,0.0625,"Atlanta, GA, USA",,,0.0625,13,Georgia,2,0,0.0
S13,Tina Burner,39,0,0,1,1,2,1,16,39.0,,,1,1,0.0625,"New York, New York",0,0,0,0,1,0,0,0,0.0625,"Manhattan, New York City, NY, USA",,,0.125,13,New York,3,2,0.0625
S13,Utica Queen,25,0,0,1,1,2,3,16,25.0,,,1,1,0.0625,"Minneapolis, Minnesota",0,0,0,0,0,0,0,0,0.1875,"Chicago, IL, USA",,,0.125,13,Minnesota,5,2,0.0625
S14,Alyssa Hunter,26,0,0,0,0,0,1,16,26.0,,,1,0,0.0,"Catano, Puerto Rico",0,0,0,0,0,1,0,0,0.0625,"Cataño, Puerto Rico",,,0.0,14,Puerto Rico,1,0,0.0
S14,Angeria Paris VanMicheals,27,1,0,2,0,0,2,16,27.0,,,1,1,0.0,"Atlanta, Georgia",0,0,1,0,0,0,0,0,0.125,"Atlanta, GA, USA",,,0.0,14,Georgia,2,2,0.125
S14,Bosco,28,1,0,3,0,0,1,16,28.0,,,1,1,0.0,"Seattle, Washington",0,0,0,0,0,0,0,0,0.0625,"Seattle, WA, USA",,,0.0,14,Washington,1,3,0.1875
S14,Daya Betty,25,1,0,1,0,0,3,16,25.0,,,1,1,0.0,"Springfield, Missouri",0,0,0,0,0,0,0,0,0.1875,"Chicago, IL, USA",,,0.0,14,Missouri,3,1,0.0625
S14,DeJa Skye,31,0,0,1,0,0,2,16,31.0,,,1,1,0.0,"Fresno, California",1,0,0,0,0,0,0,0,0.125,"Fresno, CA, USA",,,0.0,14,California,2,1,0.0625
S14,Jasmine Kennedie,22,0,0,0,0,0,5,16,22.0,,,1,0,0.0,"New York, New York",0,0,0,0,1,0,0,0,0.3125,"Brooklyn, New York City, NY, USA",,,0.0,14,New York,5,0,0.0
S14,Jorgeous,21,0,0,1,0,0,5,16,21.0,,,1,1,0.0,"Nashville, Tennessee",0,0,0,0,0,0,0,0,0.3125,"Nashville, TN, USA",,,0.0,14,Tennessee,5,1,0.0625
S14,June Jambalaya,29,0,0,0,0,0,2,16,29.0,,,1,0,0.0,"Los Angeles, California",1,0,0,0,0,0,0,0,0.125,"Los Angeles, CA, USA",,,0.0,14,California,2,0,0.0
S14,Kerri Colby,24,0,0,0,0,0,2,16,24.0,,,1,0,0.0,"Los Angeles, California",1,0,0,0,0,0,0,0,0.125,"Los Angeles, CA, USA",,,0.0,14,California,2,0,0.0
S14,Kornbread (The Snack) Jete,29,1,0,1,0,0,0,16,29.0,,,0,1,0.0,"Los Angeles, California",1,0,0,0,0,0,0,0,0.0,,,,0.0,14,California,0,1,0.0625
S14,Lady Camden,31,1,0,3,0,0,1,16,31.0,,,1,1,0.0,"San Francisco, California",1,0,0,0,0,0,0,0,0.0625,"Sacramento, CA, USA",,,0.0,14,California,1,3,0.1875
S14,Maddy Morphosis,26,0,0,0,0,0,2,16,26.0,,,1,0,0.0,"Fayetteville, Arkansas",0,0,0,0,0,0,0,0,0.125,"Fayetteville, AR, USA",,,0.0,14,Arkansas,2,0,0.0
S14,Orion Story,25,0,0,0,0,0,2,16,25.0,,,1,0,0.0,"Grand Rapids, Michigan",0,0,0,0,0,0,0,0,0.125,"Grand Rapids, MI, USA",,,0.0,14,Michigan,2,0,0.0
S14,Willow Pill,26,1,1,1,0,0,2,16,26.0,,,1,1,0.0,"Denver, Colorado",0,0,0,0,0,0,0,0,0.125,"Chicago, IL, USA",,,0.0,14,Colorado,2,1,0.0625
